6,1589.227
7,1615.939
8,1638.757
9,1663.349
10,1682.267
11,1704.557
12,1732.968
13,1752.370
14,1763.610
15,1768.439
16,1774.829
17,1782.009
18,1788.493
19,1800.093
20,1809.479
21,1817.843
22,1821.597
23,1826.018
24,1830.260
25,1835.583
26,1837.471
27,1839.073
28,1840.286
29,1841.223
30,1842.466
31,1843.722
32,1845.115
33,1846.485
34,1848.188
35,1849.599
36,1851.824
37,1855.070
38,1857.530
39,1859.257
40,1861.282
41,1863.153
42,1865.549
43,1867.320
44,1870.700
45,1873.478
46,1876.981
47,1881.388
48,1884.808
49,1887.734
50,1893.585
51,1900.841
52,1905.641
53,1910.321
54,1913.322
55,1916.576
56,1919.339
57,1923.922
58,1930.047
59,1937.451
60,1951.047
61,1957.482
62,1962.361
63,1967.110
64,1970.129
65,1974.073
66,1980.212
67,1988.134
68,1994.937
69,1998.563
70,2001.989
71,2009.701
72,2015.868
73,2022.189
74,2026.098
75,2030.306
76,2035.775
77,2040.319
78,2049.828
79,2060.365
80,2070.678
81,2088.783
82,2099.139
83,2109.604
84,2114.374
85,2119.176
86,2126.656
87,2140.547
88,2162.889
89,2184.039
90,2198.839
91,2219.568
92,2240.416
93,2260.388
94,2296.317
95,2321.407
96,2388.016
97,2553.918
98,2787.388
99,4809.332
