5,1305.186
6,1309.582
7,1316.919
8,1319.496
9,1323.501
10,1324.803
11,1327.614
12,1333.062
13,1337.789
14,1348.774
15,1354.098
16,1366.861
17,1376.097
18,1382.702
19,1387.289
20,1397.419
21,1405.742
22,1413.964
23,1419.468
24,1424.758
25,1431.206
26,1436.453
27,1438.681
28,1439.876
29,1443.198
30,1448.579
31,1456.706
32,1460.444
33,1461.619
34,1464.599
35,1466.777
36,1469.029
37,1470.818
38,1472.004
39,1472.768
40,1474.131
41,1477.605
42,1481.327
43,1484.975
44,1490.055
45,1493.682
46,1496.466
47,1498.329
48,1500.414
49,1501.677
50,1503.974
51,1506.347
52,1509.737
53,1513.731
54,1515.228
55,1516.421
56,1519.525
57,1522.167
58,1524.566
59,1526.336
60,1528.794
61,1531.266
62,1532.735
63,1534.522
64,1537.302
65,1540.912
66,1543.152
67,1546.609
68,1549.426
69,1553.558
70,1558.834
71,1563.344
72,1565.351
73,1568.020
74,1571.600
75,1574.494
76,1578.384
77,1581.763
78,1584.153
79,1586.799
80,1588.600
81,1591.907
82,1597.880
83,1605.432
84,1611.184
85,1622.351
86,1630.769
87,1642.537
88,1651.107
89,1671.918
90,1689.212
91,1697.338
92,1702.917
93,1714.980
94,1743.969
95,1759.894
96,1787.482
97,1801.937
98,1809.501
99,1851.432
