5,1842.943
6,1848.579
7,1854.502
8,1865.012
9,1875.950
10,1886.247
11,1891.818
12,1900.224
13,1905.969
14,1910.951
15,1916.352
16,1923.668
17,1927.392
18,1935.414
19,1941.175
20,1948.528
21,1956.415
22,1961.150
23,1966.846
24,1973.755
25,1982.697
26,1992.403
27,1998.645
28,2005.830
29,2010.147
30,2016.845
31,2024.840
32,2034.372
33,2043.588
34,2059.314
35,2069.763
36,2081.296
37,2092.467
38,2105.857
39,2115.221
40,2126.265
41,2136.948
42,2143.154
43,2147.702
44,2152.748
45,2164.188
46,2175.520
47,2185.309
48,2193.457
49,2203.535
50,2212.844
51,2219.522
52,2225.564
53,2233.917
54,2241.428
55,2253.809
56,2261.726
57,2268.067
58,2275.503
59,2280.861
60,2286.920
61,2294.565
62,2300.886
63,2308.335
64,2316.951
65,2329.275
66,2336.812
67,2346.712
68,2355.350
69,2365.263
70,2374.310
71,2388.355
72,2398.664
73,2408.460
74,2419.266
75,2429.134
76,2440.161
77,2456.233
78,2468.941
79,2483.791
80,2502.837
81,2517.996
82,2534.715
83,2553.687
84,2570.249
85,2595.796
86,2626.552
87,2667.040
88,2711.843
89,2738.850
90,2777.781
91,2827.655
92,2878.529
93,2977.503
94,3107.725
95,3256.244
96,3549.236
97,3696.475
98,4067.890
99,5592.104
