6,209.005
7,220.603
8,227.142
9,234.576
10,238.481
11,243.459
12,248.434
13,256.452
14,261.170
15,266.533
16,270.769
17,276.920
18,289.577
19,296.720
20,302.297
21,308.819
22,314.951
23,319.976
24,327.018
25,334.639
26,341.919
27,347.565
28,351.721
29,358.165
30,373.111
31,379.172
32,383.731
33,387.592
34,401.778
35,412.630
36,424.174
37,436.224
38,445.445
39,460.429
40,476.460
41,483.994
42,495.787
43,507.117
44,519.512
45,526.755
46,536.254
47,541.844
48,551.829
49,558.343
50,572.051
51,580.942
52,605.043
53,620.608
54,638.616
55,663.614
56,676.692
57,697.125
58,705.587
59,708.366
60,719.548
61,731.096
62,737.337
63,739.816
64,745.173
65,752.177
66,761.320
67,764.808
68,776.369
69,785.663
70,799.843
71,803.686
72,818.032
73,820.436
74,827.815
75,834.282
76,836.537
77,840.221
78,843.015
79,852.801
80,862.598
81,870.778
82,876.704
83,889.714
84,896.313
85,957.166
86,963.531
87,964.384
88,978.517
89,989.937
90,1000.421
91,1005.980
92,1101.948
93,1107.041
94,1115.531
95,1278.006
96,1282.561
97,1309.179
98,1334.006
99,1360.828
