6,342.029
7,370.217
8,395.173
9,414.489
10,441.944
11,460.375
12,482.701
13,506.991
14,539.260
15,573.042
16,597.346
17,619.862
18,635.214
19,651.081
20,664.723
21,681.701
22,701.612
23,718.655
24,731.550
25,746.371
26,759.331
27,769.282
28,783.663
29,824.927
30,843.155
31,867.179
32,879.538
33,893.311
34,919.015
35,926.248
36,947.763
37,954.740
38,971.217
39,991.795
40,1009.068
41,1030.782
42,1048.076
43,1059.930
44,1071.135
45,1100.419
46,1113.121
47,1133.399
48,1157.037
49,1178.493
50,1192.237
51,1206.405
52,1213.230
53,1231.619
54,1255.285
55,1264.990
56,1272.777
57,1293.522
58,1316.227
59,1345.524
60,1398.294
61,1447.829
62,1459.159
63,1536.537
64,1566.078
65,1593.540
66,1597.716
67,1611.453
68,1621.744
69,1639.935
70,1674.234
71,1693.619
72,1723.618
73,1800.943
74,1835.397
75,1854.228
76,1881.758
77,1903.864
78,1971.332
79,1975.894
80,1983.602
81,2019.009
82,2046.415
83,2179.171
84,2223.389
85,2267.191
86,2272.112
87,2282.733
88,2297.052
89,2373.301
90,2390.723
91,2460.622
92,2504.744
93,2544.441
94,2703.654
95,2719.363
96,2810.334
97,3160.287
98,3302.184
99,3434.412
