6,47.121
7,48.958
8,51.090
9,52.023
10,53.323
11,54.899
12,55.260
13,56.879
14,58.929
15,60.484
16,63.553
17,64.710
18,66.471
19,68.714
20,70.246
21,71.814
22,72.955
23,73.667
24,75.764
25,78.257
26,79.635
27,80.934
28,81.581
29,83.964
30,85.086
31,85.727
32,87.082
33,88.806
34,91.371
35,92.816
36,93.954
37,94.938
38,97.465
39,98.793
40,100.024
41,101.665
42,102.397
43,103.843
44,105.461
45,106.834
46,107.487
47,108.698
48,109.386
49,110.270
50,111.418
51,112.396
52,113.430
53,114.342
54,115.148
55,117.375
56,118.112
57,119.483
58,120.634
59,123.884
60,124.669
61,126.383
62,127.906
63,131.536
64,133.396
65,136.014
66,137.753
67,139.934
68,141.221
69,141.904
70,144.385
71,147.766
72,161.485
73,165.282
74,169.600
75,181.704
76,185.168
77,186.722
78,188.272
79,195.714
80,197.452
81,198.394
82,201.120
83,201.438
84,203.275
85,204.707
86,205.709
87,210.718
88,211.635
89,212.334
90,218.342
91,222.579
92,226.590
93,227.818
94,230.563
95,232.657
96,235.801
97,273.014
98,277.423
99,283.928
